"";"airline";"number";"scheduledTime";"actualTime";"status";"arrivalAirport";"aircraft";"diffMins"
"1257";"KLM";"KL 1153";2021-11-02 07:05:00;2021-11-02 07:01:00;"Departed";"ESGG";"Embraer EMB 190";-4
"1258";"KLM";"KL 1105";2021-11-02 05:55:00;2021-11-02 05:54:00;"Departed";"ESSA";"Embraer EMB 190";-1
"1259";"KLM";"KL 2759";2021-11-02 05:35:00;2021-11-02 05:46:00;"Departed";"GCRR";"Boeing 737-800 (winglets)";11
"1260";"KLM";"KL 1699";2021-11-02 06:40:00;2021-11-02 06:41:00;"Departed";"LEMD";"Embraer EMB 190";1
"1261";"KLM";"KL 2649";2021-11-02 05:50:00;2021-11-02 06:00:00;"Departed";"LEMG";"Boeing 737-800";10
"1262";"KLM";"KL 2673";2021-11-02 06:45:00;2021-11-02 06:48:00;"Departed";"LEPA";"Boeing 737-800";3
"1263";"KLM";"KL 2659";2021-11-02 05:40:00;2021-11-02 05:44:00;"Departed";"LEVC";"Boeing 737-800";4
"1264";"KLM";"KL 1413";2021-11-02 06:40:00;2021-11-02 06:45:00;"Departed";"LFLL";"Embraer EMB 175";5
"1265";"KLM";"KL 1223";2021-11-02 05:50:00;2021-11-02 05:56:00;"Departed";"LFPG";"Boeing 737-800";6
"1266";"KLM";"KL 1229";2021-11-02 07:10:00;2021-11-02 07:06:00;"Departed";"LFPG";"Boeing 737-800 (winglets)";-4
"1267";"KLM";"KL 1597";2021-11-02 05:55:00;2021-11-02 05:55:00;"Departed";"LIRF";"Boeing 737-800 (winglets)";0
"1268";"KLM";"KL 1351";2021-11-02 05:50:00;2021-11-02 05:46:00;"Departed";"LKPR";"Embraer EMB 175";-4
"1269";"KLM";"KL 819";2021-11-09 20:20:00;2021-11-09 20:47:00;"Departed";"VTBS";"Boeing 777-200";27
"1270";"KLM";"KL 1733";2021-11-09 20:45:00;2021-11-09 20:44:00;"Departed";"EBBR";"Embraer EMB 190";-1
"1271";"KLM";"KL 1775";2021-11-09 20:20:00;2021-11-09 20:21:00;"Departed";"EDDF";"Embraer EMB 175";1
"1272";"KLM";"KL 1863";2021-11-09 20:20:00;2021-11-09 20:23:00;"Departed";"EDDL";"Embraer EMB 175";3
"1273";"KLM";"KL 1879";2021-11-09 20:20:00;2021-11-09 20:19:00;"Departed";"EDDS";"Embraer EMB 175";-1
"1274";"KLM";"KL 1915";2021-11-09 20:05:00;2021-11-09 20:11:00;"Departed";"EDDV";"Embraer EMB 175";6
"1275";"KLM";"KL 1435";2021-11-09 20:00:00;2021-11-09 20:04:00;"Departed";"EGBB";"Boeing 737-800 (winglets)";4
"1276";"KLM";"KL 1083";2021-11-09 20:45:00;2021-11-09 20:42:00;"Departed";"EGCC";"Boeing 737-800 (winglets)";-3
"1277";"KLM";"KL 1057";2021-11-09 20:50:00;2021-11-09 20:46:00;"Departed";"EGGD";"Embraer EMB 175";-4
"1278";"KLM";"KL 1551";2021-11-09 20:45:00;2021-11-09 20:48:00;"Departed";"EGNM";"Embraer EMB 175";3
"1279";"KLM";"KL 1451";2021-11-09 20:20:00;2021-11-09 20:21:00;"Departed";"EGPD";"Embraer EMB 190";1
"1280";"KLM";"KL 1293";2021-11-09 20:35:00;2021-11-09 20:41:00;"Departed";"EGPH";"Embraer EMB 190";6
"1281";"KLM";"KL 939";2021-11-09 20:25:00;2021-11-09 20:16:00;"Departed";"EIDW";"Boeing 737-700 (winglets)";-9
"1282";"KLM";"KL 1349";2021-11-09 20:35:00;2021-11-09 20:40:00;"Departed";"EKBI";"Embraer EMB 190";5
"1283";"KLM";"KL 1139";2021-11-09 20:10:00;2021-11-09 20:10:00;"Departed";"EKCH";"Boeing 737-800 (winglets)";0
"1284";"KLM";"KL 1337";2021-11-09 20:00:00;2021-11-09 20:45:00;"Departed";"EKYT";"Embraer EMB 190";45
"1285";"KLM";"KL 1749";2021-11-09 20:25:00;2021-11-09 20:28:00;"Departed";"ELLX";"Embraer EMB 190";3
"1286";"KLM";"KL 1193";2021-11-09 20:10:00;2021-11-09 20:16:00;"Departed";"ENBR";"Embraer EMB 175";6
"1287";"KLM";"KL 1205";2021-11-09 20:10:00;2021-11-09 20:11:00;"Departed";"ENZV";"Boeing 737-700 (winglets)";1
"1288";"KLM";"KL 1369";2021-11-09 20:30:00;2021-11-09 20:28:00;"Departed";"EPWA";"Boeing 737-700 (winglets)";-2
"1289";"KLM";"KL 1163";2021-11-09 19:50:00;2021-11-09 20:07:00;"Departed";"ESGG";"Embraer EMB 190";17
"1290";"KLM";"KL 1939";2021-11-09 20:00:00;2021-11-09 20:05:00;"Departed";"LDZA";"Embraer EMB 175";5
"1291";"KLM";"KL 1681";2021-11-09 19:55:00;2021-11-09 20:10:00;"Departed";"LEBL";"Boeing 737-800 (winglets)";15
"1292";"KLM";"KL 1419";2021-11-09 20:20:00;2021-11-09 20:18:00;"Departed";"LFLL";"Embraer EMB 190";-2
"1293";"KLM";"KL 1991";2021-11-09 20:20:00;2021-11-09 20:16:00;"Departed";"LFSB";"Embraer EMB 175";-4
"1294";"KLM";"KL 1581";2021-11-09 19:55:00;2021-11-09 20:03:00;"Departed";"LGAV";"Boeing 737-800";8
"1295";"KLM";"KL 1981";2021-11-09 20:05:00;2021-11-09 20:11:00;"Departed";"LHBP";"Boeing 737-900 (winglets)";6
"1296";"KLM";"KL 1637";2021-11-09 20:15:00;2021-11-09 20:16:00;"Departed";"LIMC";"Boeing 737-800";1
"1297";"KLM";"KL 1595";2021-11-09 20:20:00;2021-11-09 20:25:00;"Departed";"LIPE";"Embraer EMB 190";5
"1298";"KLM";"KL 1849";2021-11-09 19:55:00;2021-11-09 20:00:00;"Departed";"LOWW";"Boeing 737-800 (winglets)";5
"1299";"KLM";"KL 1937";2021-11-09 20:10:00;2021-11-09 20:05:00;"Departed";"LSGG";"Boeing 737-700 (winglets)";-5
"1300";"KLM";"KL 803";2021-11-09 19:50:00;2021-11-09 20:04:00;"Departed";"RPLL";"Boeing 787-9 Dreamliner";14
"1301";"KLM";"KL 701";2021-11-09 20:25:00;2021-11-09 20:42:00;"Departed";"SAEZ";"Boeing 787-9 Dreamliner";17
"1302";"KLM";"KL 2003";2021-11-13 08:30:00;2021-11-13 09:01:00;"Departed";"LFPG";"Airbus A321-100/200";31
"1303";"KLM";"KL 3108";2021-11-13 09:20:00;2021-11-13 09:35:00;"Departed";"UGTB";"Boeing 737-700 (winglets)";15
"1304";"KLM";"KL 6017";2021-11-13 09:35:00;2021-11-13 09:40:00;"Departed";"KBOS";"Airbus A330-300";5
"1305";"KLM";"KL 6027";2021-11-13 09:40:00;2021-11-13 09:50:00;"Departed";"KSLC";"Airbus A330-300";10
"1306";"KLM";"KL 6051";2021-11-13 09:20:00;2021-11-13 09:31:00;"Departed";"KDTW";"Airbus A350-900";11
"1307";"KLM";"KL 6075";2021-11-13 09:40:00;2021-11-13 09:53:00;"Departed";"KATL";"Airbus A350-900";13
"1308";"KLM";"KL 689";2021-11-13 09:10:00;2021-11-13 09:28:00;"Departed";"MMUN";"Boeing 787-9 Dreamliner";18
"1309";"KLM";"KL 1855";2021-11-13 09:10:00;2021-11-13 09:14:00;"Departed";"EDDL";"Embraer EMB 190";4
"1310";"KLM";"KL 1883";2021-11-13 09:20:00;2021-11-13 09:20:00;"Departed";"EDDN";"Embraer EMB 190";0
"1311";"KLM";"KL 1869";2021-11-13 09:05:00;2021-11-13 09:24:00;"Departed";"EDDS";"Embraer EMB 175";19
"1312";"KLM";"KL 1167";2021-11-13 08:45:00;2021-11-13 09:05:00;"Departed";"EFHK";"Boeing 737-800 (winglets)";20
"1313";"KLM";"KL 1423";2021-11-13 09:00:00;2021-11-13 09:24:00;"Departed";"EGBB";"Boeing 737-800 (winglets)";24
"1314";"KLM";"KL 1031";2021-11-13 09:05:00;2021-11-13 09:14:00;"Departed";"EGLL";"Boeing 737-700 (winglets)";9
"1315";"KLM";"KL 959";2021-11-13 09:00:00;2021-11-13 09:17:00;"Departed";"EGNT";"Embraer EMB 190";17
"1316";"KLM";"KL 1127";2021-11-13 08:55:00;2021-11-13 09:16:00;"Departed";"EKCH";"295";21
"1317";"KLM";"KL 1143";2021-11-13 09:05:00;2021-11-13 09:34:00;"Departed";"ENGM";"Embraer EMB 190";29
"1318";"KLM";"KL 1917";2021-11-13 08:35:00;2021-11-13 09:39:00;"Departed";"EPGD";"Embraer EMB 175";64
"1319";"KLM";"KL 1363";2021-11-13 09:05:00;2021-11-13 09:18:00;"Departed";"EPWA";"Boeing 737-700 (winglets)";13
"1320";"KLM";"KL 1109";2021-11-13 09:40:00;2021-11-13 09:48:00;"Departed";"ESSA";"Boeing 737-800 (winglets)";8
"1321";"KLM";"KL 597";2021-11-13 09:15:00;2021-11-13 09:30:00;"Departed";"FACT";"Boeing 787-9 Dreamliner";15
"1322";"KLM";"KL 591";2021-11-13 09:20:00;2021-11-13 09:42:00;"Departed";"FAOR";"Boeing 777-300ER";22
"1323";"KLM";"KL 537";2021-11-13 08:55:00;2021-11-13 09:10:00;"Departed";"HRYR";"Airbus A330-300";15
"1324";"KLM";"KL 569";2021-11-13 09:25:00;2021-11-13 09:37:00;"Departed";"HTKJ";"Boeing 787";12
"1325";"KLM";"KL 661";2021-11-13 09:05:00;2021-11-13 09:05:00;"Departed";"KIAH";"Boeing 777-200";0
"1326";"KLM";"KL 605";2021-11-13 09:10:00;2021-11-13 09:19:00;"Departed";"KSFO";"Boeing 787-9 Dreamliner";9
