airline;number;scheduledTime;actualTime;status;arrivalAirport;aircraft
Lufthansa;LH 1404;1638038400.0;1638038400.0;Departed;LDZA;Airbus A319
Lufthansa;LH 290;1638038400.0;1638038400.0;Departed;LIPE;Airbus A320-200 (Sharklets)
Lufthansa;LH 888;1638038400.0;1638038400.0;Departed;EYVI;Airbus A320 NEO
Lufthansa;LH 1002;1638039000.0;1638039000.0;Departed;EHAM;Airbus A320-200 (Sharklets)
Lufthansa;LH 6002;1638039300.0;1638039300.0;Departed;LDZA;De Havilland Canada DHC-8-400 Dash 8Q
Lufthansa;LH 7174;1636637100.0;1636637100.0;Departed;HECA;Boeing 737-800 (winglets)
Lufthansa;LH 9416;1636632600.0;1636636200.0;Departed;LTBJ;Boeing 737-800
Lufthansa;LH 110;1636636500.0;1636636500.0;Departed;EDDM;Airbus A321-100/200
Lufthansa;LH 1152;1636636200.0;1636636200.0;Departed;LEPA;Airbus A321
Lufthansa;LH 274;1636637700.0;1636637700.0;Departed;LIML;Airbus A319
Lufthansa;LH 9416;1637842200.0;1637842200.0;Departed;LTBJ;Boeing 737-800
Lufthansa;LH 518;1637839800.0;1637842500.0;Departed;MROC;Airbus A340-300
Lufthansa;LH 612;1637842500.0;1637842500.0;Departed;UBBB;Airbus A320-200 (Sharklets)
Lufthansa;LH 9657;1637842500.0;1637842500.0;Departed;OMAA;Boeing 787
Lufthansa;LH 188;1637844300.0;1637844300.0;Departed;EDDB;Airbus A321-100/200
Lufthansa;LH 1112;1637136600.0;1637136600.0;Departed;LEMD;Airbus A320
Lufthansa;LH 1176;1637136600.0;1637136600.0;Departed;LPPR;Airbus A320-200 (Sharklets)
Lufthansa;LH 100;1637136900.0;1637136900.0;Departed;EDDM;Airbus A320-200 (Sharklets)
Lufthansa;LH 1394;1637136900.0;1637136900.0;Departed;LKPR;Airbus A319
Lufthansa;LH 1142;1637137200.0;1637137200.0;Departed;LEBB;Airbus A320-200 (Sharklets)
Lufthansa;LH 1418;1637137500.0;1637137500.0;Departed;LROP;Airbus A320
Lufthansa;LH 1426;1637137500.0;1637137500.0;Departed;LBSF;Airbus A320 NEO
